时间戳[G]	当前价[0]	成交总额[2]	成交总量[1]	原始成交总量[v]	持仓量[3]	昨结算[4]	成交笔数[5]	开盘价[8]	最高价[9]	最低价[a]	今结算[b]	前收盘[c]	证券状态[h]	市盈率2[7]	多档委买价[d]	多档委买量[e]	多档委卖价[f]	多档委卖量[g]
2019-12-2414:52:54	16.40	730387466.96	445736	0	13	0.00	28712	16.23	16.50	16.23	0.00	16.24	0	0.00	16.390000,16.380000,16.370000,16.360000,16.350000	586,1304,1021,859,859	16.400000,16.410000,16.420000,16.430000,16.440000	1320,86,72,546,1835
2019-12-2414:52:51	16.40	730338308.66	445706	0	13	0.00	28707	16.23	16.50	16.23	0.00	16.24	0	0.00	16.390000,16.380000,16.370000,16.360000,16.350000	595,1299,1021,859,859	16.400000,16.410000,16.420000,16.430000,16.440000	1329,101,72,441,1835
2019-12-2414:52:48	16.40	729818869.29	445389	0	13	0.00	28697	16.23	16.50	16.23	0.00	16.24	0	0.00	16.390000,16.380000,16.370000,16.360000,16.350000	645,1259,1021,848,859	16.400000,16.410000,16.420000,16.430000,16.440000	1501,101,72,441,1835
2019-12-2414:52:45	16.40	729756602.11	445351	0	13	0.00	28695	16.23	16.50	16.23	0.00	16.24	0	0.00	16.390000,16.380000,16.370000,16.360000,16.350000	645,1259,1021,848,859	16.400000,16.410000,16.420000,16.430000,16.440000	1532,101,73,441,1835
2019-12-2414:52:42	16.40	729322370.46	445086	0	13	0.00	28677	16.23	16.50	16.23	0.00	16.24	0	0.00	16.390000,16.380000,16.370000,16.360000,16.350000	771,1259,1021,848,859	16.400000,16.410000,16.420000,16.430000,16.440000	1627,132,73,441,1835
2019-12-2414:52:39	16.40	729230608.30	445030	0	13	0.00	28674	16.23	16.50	16.23	0.00	16.24	0	0.00	16.390000,16.380000,16.370000,16.360000,16.350000	738,1259,1020,848,859	16.400000,16.410000,16.420000,16.430000,16.440000	1673,138,73,441,1851
2019-12-2414:52:36	16.40	728580080.13	444633	0	13	0.00	28644	16.23	16.50	16.23	0.00	16.24	0	0.00	16.400000,16.390000,16.380000,16.370000,16.360000	170,791,1249,1020,848	16.410000,16.420000,16.430000,16.440000,16.450000	146,72,441,1851,769
2019-12-2414:52:33	16.40	728560416.81	444621	0	13	0.00	28642	16.23	16.50	16.23	0.00	16.24	0	0.00	16.400000,16.390000,16.380000,16.370000,16.360000	176,620,1249,1020,848	16.410000,16.420000,16.430000,16.440000,16.450000	132,72,441,1851,774
2019-12-2414:52:30	16.41	728357229.17	444497	0	13	0.00	28636	16.23	16.50	16.23	0.00	16.24	0	0.00	16.400000,16.390000,16.380000,16.370000,16.360000	269,571,1249,1020,848	16.410000,16.420000,16.430000,16.440000,16.450000	132,62,441,1851,774
2019-12-2414:52:27	16.40	728216308.71	444411	0	13	0.00	28630	16.23	16.50	16.23	0.00	16.24	0	0.00	16.400000,16.390000,16.380000,16.370000,16.360000	278,567,1249,1020,848	16.410000,16.420000,16.430000,16.440000,16.450000	199,62,441,1851,774
2019-12-2414:52:24	16.40	727824680.92	444172	0	13	0.00	28605	16.23	16.50	16.23	0.00	16.24	0	0.00	16.400000,16.390000,16.380000,16.370000,16.360000	417,559,1249,1020,848	16.410000,16.420000,16.430000,16.440000,16.450000	292,62,421,1851,802
2019-12-2414:52:21	16.41	727750943.47	444127	0	13	0.00	28597	16.23	16.50	16.23	0.00	16.24	0	0.00	16.400000,16.390000,16.380000,16.370000,16.360000	458,559,1249,1020,848	16.410000,16.420000,16.430000,16.440000,16.450000	230,100,421,1851,809
2019-12-2414:52:18	16.40	727565780.54	444014	0	13	0.00	28593	16.23	16.50	16.23	0.00	16.24	0	0.00	16.400000,16.390000,16.380000,16.370000,16.360000	545,559,1249,1020,854	16.410000,16.420000,16.430000,16.440000,16.450000	103,100,421,1851,827
2019-12-2414:52:15	16.42	727549394.44	444004	0	13	0.00	28592	16.23	16.50	16.23	0.00	16.24	0	0.00	16.400000,16.390000,16.380000,16.370000,16.360000	528,559,1249,1020,844	16.410000,16.420000,16.430000,16.440000,16.450000	10,103,421,1851,1022
2019-12-2414:52:12	16.41	724082592.60	441891	0	13	0.00	28545	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	559,2072,559,1214,1020	16.420000,16.430000,16.440000,16.450000,16.460000	72,393,1851,1032,1126
2019-12-2414:52:09	16.41	724076038.20	441887	0	13	0.00	28543	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	561,2062,559,990,1020	16.420000,16.430000,16.440000,16.450000,16.460000	59,393,1851,1032,1126
2019-12-2414:52:06	16.41	723851550.00	441750	0	13	0.00	28539	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	693,2062,559,980,1020	16.420000,16.430000,16.440000,16.450000,16.460000	40,393,1851,1032,1126
2019-12-2414:52:03	16.42	723828609.60	441736	0	13	0.00	28534	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	642,2042,559,980,1020	16.420000,16.430000,16.440000,16.450000,16.460000	6,373,1866,1032,1126
2019-12-2414:52:00	16.41	723638532.00	441620	0	13	0.00	28524	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	714,2007,559,980,1020	16.420000,16.430000,16.440000,16.450000,16.460000	3,368,1873,1032,1126
2019-12-2414:51:57	16.42	723392742.00	441470	0	13	0.00	28512	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	9,1999,559,980,1020	16.420000,16.430000,16.440000,16.450000,16.460000	77,431,1879,1032,1126
2019-12-2414:51:54	16.41	723181362.60	441341	0	13	0.00	28495	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	100,2018,559,974,1020	16.420000,16.430000,16.440000,16.450000,16.460000	46,431,1879,1032,1046
2019-12-2414:51:51	16.42	723142036.20	441317	0	13	0.00	28488	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	96,2018,559,940,1020	16.420000,16.430000,16.440000,16.450000,16.460000	21,451,1883,1032,1056
2019-12-2414:51:48	16.42	722958513.00	441205	0	13	0.00	28472	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	178,2018,559,940,1020	16.420000,16.430000,16.440000,16.450000,16.460000	2,451,1883,1032,1056
2019-12-2414:51:45	16.41	722943765.60	441196	0	13	0.00	28466	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	178,2018,559,940,1020	16.420000,16.430000,16.440000,16.450000,16.460000	7,444,1883,1032,1056
2019-12-2414:51:42	16.42	722774989.80	441093	0	13	0.00	28458	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	78,173,2018,559,940	16.430000,16.440000,16.450000,16.460000,16.470000	306,1883,1012,1056,1909
2019-12-2414:51:39	16.42	722738940.60	441071	0	13	0.00	28451	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	9,136,2018,559,940	16.430000,16.440000,16.450000,16.460000,16.470000	306,1883,1021,1056,1910
2019-12-2414:51:36	16.42	722509536.60	440931	0	13	0.00	28433	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	250,2018,559,940,1020	16.420000,16.430000,16.440000,16.450000,16.460000	23,306,1883,1021,1056
2019-12-2414:51:33	16.41	722398111.80	440863	0	13	0.00	28428	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	198,1952,559,920,1020	16.420000,16.430000,16.440000,16.450000,16.460000	17,306,1883,1021,910
2019-12-2414:51:30	16.42	722206903.91	440749	0	13	0.00	28419	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	295,1856,559,920,1020	16.420000,16.440000,16.450000,16.460000,16.470000	11,1883,1021,910,1910
2019-12-2414:51:27	16.41	722105311.33	440687	0	13	0.00	28408	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	312,1856,559,920,1020	16.420000,16.440000,16.450000,16.460000,16.470000	28,1883,1021,910,1910
2019-12-2414:51:24	16.41	721884101.68	440552	0	13	0.00	28399	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	291,1851,559,917,1020	16.420000,16.430000,16.440000,16.450000,16.460000	7,5,1857,1021,884
2019-12-2414:51:21	16.41	721826751.03	440517	0	13	0.00	28391	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	33,289,1851,559,917	16.440000,16.450000,16.460000,16.470000,16.480000	1857,1021,890,1910,4711
2019-12-2414:51:18	16.43	721648144.72	440408	0	13	0.00	28372	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	372,1853,559,917,1020	16.420000,16.430000,16.440000,16.450000,16.460000	6,9,1851,1021,898
2019-12-2414:51:15	16.43	721621927.28	440392	0	13	0.00	28369	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.410000,16.400000,16.390000,16.380000	15,372,1850,559,901	16.440000,16.450000,16.460000,16.470000,16.480000	1851,958,898,1910,4720
2019-12-2414:51:12	16.41	720656797.77	439803	0	13	0.00	28337	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	468,1851,559,901,1020	16.430000,16.440000,16.450000,16.460000,16.470000	430,1851,940,898,1910
2019-12-2414:51:09	16.41	720556843.78	439742	0	13	0.00	28322	16.23	16.50	16.23	0.00	16.24	0	0.00	16.410000,16.400000,16.390000,16.380000,16.370000	505,1851,559,901,1020	16.420000,16.430000,16.440000,16.450000,16.460000	35,455,1851,938,901
2019-12-2414:51:06	16.42	720335634.13	439607	0	13	0.00	28309	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	50,580,1851,559,934	16.430000,16.440000,16.450000,16.460000,16.470000	453,1851,938,901,1913
2019-12-2414:51:03	16.43	720286476.43	439577	0	13	0.00	28306	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	70,577,1851,559,934	16.430000,16.440000,16.450000,16.460000,16.470000	444,1851,938,901,1913
2019-12-2414:51:00	16.43	719892098.62	439339	0	13	0.00	28291	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	284,577,1851,559,934	16.430000,16.440000,16.450000,16.460000,16.470000	272,1851,933,1110,1913
2019-12-2414:50:57	16.42	719867519.92	439324	0	13	0.00	28288	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	284,577,1901,559,934	16.430000,16.440000,16.450000,16.460000,16.470000	264,1851,933,1116,1913
2019-12-2414:50:54	16.43	719636480.14	439183	0	13	0.00	28285	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	422,577,1901,559,934	16.430000,16.440000,16.450000,16.460000,16.470000	249,1836,933,1116,1913
2019-12-2414:50:51	16.43	719636480.14	439183	0	13	0.00	28285	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	419,577,1901,559,934	16.430000,16.440000,16.450000,16.460000,16.470000	214,1867,933,1116,1913
2019-12-2414:50:48	16.43	719375945.92	439024	0	13	0.00	28279	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	10,502,577,1901,559	16.440000,16.450000,16.460000,16.470000,16.480000	1871,943,1116,1913,5008
2019-12-2414:50:45	16.44	719359560.12	439014	0	13	0.00	28278	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	20,498,577,1901,559	16.440000,16.450000,16.460000,16.470000,16.480000	1871,943,1125,1915,4995
2019-12-2414:50:42	16.42	719154737.62	438889	0	13	0.00	28265	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	37,551,577,1901,559	16.440000,16.450000,16.460000,16.470000,16.480000	1893,943,1138,1915,4995
2019-12-2414:50:39	16.42	719154737.62	438889	0	13	0.00	28265	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	518,572,1901,559,934	16.440000,16.450000,16.460000,16.470000,16.480000	1893,943,1138,1915,4995
2019-12-2414:50:36	16.43	717090666.24	437632	0	13	0.00	28214	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	347,1287,572,1901,559	16.440000,16.450000,16.460000,16.470000,16.480000	2024,918,1144,1915,5163
2019-12-2414:50:33	16.43	717072641.97	437621	0	13	0.00	28212	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	319,1273,572,1901,559	16.440000,16.450000,16.460000,16.470000,16.480000	2021,818,1149,1915,5163
2019-12-2414:50:30	16.44	716877652.14	437502	0	13	0.00	28206	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	438,1273,572,1901,559	16.440000,16.450000,16.460000,16.470000,16.480000	1973,818,1154,1915,5163
2019-12-2414:50:27	16.44	716818663.62	437466	0	13	0.00	28200	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	385,1273,572,1901,559	16.440000,16.450000,16.460000,16.470000,16.480000	2003,818,1154,1915,5163
2019-12-2414:50:24	16.43	715629610.08	436743	0	13	0.00	28181	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	506,1213,572,1901,559	16.440000,16.450000,16.460000,16.470000,16.480000	649,791,1154,1929,5163
2019-12-2414:50:21	16.44	715572260.48	436708	0	13	0.00	28179	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	540,1213,572,1900,559	16.440000,16.450000,16.460000,16.470000,16.480000	649,790,1154,1929,5163
2019-12-2414:50:18	16.43	715570621.92	436707	0	13	0.00	28178	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	540,1213,572,1900,559	16.440000,16.450000,16.460000,16.470000,16.480000	626,790,1155,1624,5163
2019-12-2414:50:15	16.43	715568983.36	436706	0	13	0.00	28177	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	520,1213,572,1913,559	16.440000,16.450000,16.460000,16.470000,16.480000	617,779,1155,1605,5163
2019-12-2414:50:12	16.44	714692907.70	436174	0	13	0.00	28149	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	1020,1213,572,1913,559	16.440000,16.450000,16.460000,16.470000,16.480000	642,765,1166,1605,5163
2019-12-2414:50:09	16.44	714499558.80	436056	0	13	0.00	28140	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	1020,1213,572,1913,559	16.440000,16.450000,16.460000,16.470000,16.480000	736,765,1168,1605,5160
2019-12-2414:50:06	16.44	714450402.30	436026	0	13	0.00	28138	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	992,1213,572,1913,559	16.440000,16.450000,16.460000,16.470000,16.480000	746,755,1168,1582,5160
2019-12-2414:50:03	16.43	712773092.70	435005	0	13	0.00	28112	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	960,1213,572,1912,559	16.440000,16.450000,16.460000,16.470000,16.480000	411,1346,1168,1581,5160
2019-12-2414:50:00	16.44	712588504.35	434895	0	13	0.00	28089	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	91,971,1213,572,1914	16.450000,16.460000,16.470000,16.480000,16.490000	1341,1183,1520,5160,5867
2019-12-2414:49:57	16.45	712563926.40	434880	0	13	0.00	28087	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	105,932,1163,572,1915	16.450000,16.460000,16.470000,16.480000,16.490000	1177,1166,1520,5160,5872
2019-12-2414:49:54	16.44	712555733.75	434875	0	13	0.00	28086	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	75,856,1163,572,1915	16.450000,16.460000,16.470000,16.480000,16.490000	1182,1166,1520,5160,5872
2019-12-2414:49:51	16.44	712501662.26	434842	0	13	0.00	28077	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	27,880,1163,572,1915	16.450000,16.460000,16.470000,16.480000,16.490000	1182,1166,1520,5221,5872
2019-12-2414:49:48	16.44	711523459.85	434245	0	13	0.00	28044	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	880,1173,572,1913,566	16.440000,16.450000,16.460000,16.470000,16.480000	483,866,1166,1520,5221
2019-12-2414:49:45	16.44	711466111.30	434210	0	13	0.00	28042	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	806,1173,579,1913,569	16.440000,16.450000,16.460000,16.470000,16.480000	517,866,1166,1520,5221
2019-12-2414:49:42	16.44	711324133.52	434126	0	13	0.00	28035	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	826,1173,579,1913,569	16.440000,16.450000,16.460000,16.470000,16.480000	576,866,1166,1520,5221
2019-12-2414:49:39	16.43	711088186.64	433982	0	13	0.00	28033	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	766,1173,579,1913,569	16.440000,16.450000,16.460000,16.470000,16.480000	720,846,1166,1520,5221
2019-12-2414:49:36	16.43	711048862.16	433958	0	13	0.00	28026	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	724,1173,579,1913,569	16.440000,16.450000,16.460000,16.470000,16.480000	721,844,1166,1510,5221
2019-12-2414:49:33	16.43	711037392.52	433951	0	13	0.00	28025	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	730,1173,578,1913,569	16.440000,16.450000,16.460000,16.470000,16.480000	711,816,1166,1505,5221
2019-12-2414:49:30	16.43	711025922.88	433944	0	13	0.00	28022	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	704,823,578,1916,569	16.440000,16.450000,16.460000,16.470000,16.480000	712,816,1160,1505,5225
2019-12-2414:49:27	16.44	710984959.88	433919	0	13	0.00	28020	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	726,823,578,1916,569	16.440000,16.450000,16.460000,16.470000,16.480000	505,816,1160,1505,5225
2019-12-2414:49:24	16.43	710930888.72	433886	0	13	0.00	28017	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	714,823,579,1915,569	16.440000,16.450000,16.460000,16.470000,16.480000	489,816,1160,1505,5227
2019-12-2414:49:21	16.43	710919419.08	433879	0	13	0.00	28016	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	705,823,579,1865,569	16.440000,16.450000,16.460000,16.470000,16.480000	466,809,1520,2005,5251
2019-12-2414:49:18	16.43	710907949.44	433872	0	13	0.00	28015	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	711,823,579,1865,569	16.440000,16.450000,16.460000,16.470000,16.480000	447,806,1530,2005,5251
2019-12-2414:49:15	16.43	710889925.72	433861	0	13	0.00	28013	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	718,821,579,1865,569	16.440000,16.450000,16.460000,16.470000,16.480000	429,804,1530,2005,5231
2019-12-2414:49:12	16.43	710883371.64	433857	0	13	0.00	28012	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	717,821,581,1865,569	16.440000,16.450000,16.460000,16.470000,16.480000	427,804,1530,2005,5231
2019-12-2414:49:09	16.44	710863709.40	433845	0	13	0.00	28010	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	676,821,581,1877,569	16.440000,16.450000,16.460000,16.470000,16.480000	414,804,1530,2005,5242
2019-12-2414:49:06	16.43	710819469.36	433818	0	13	0.00	28008	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	677,821,580,1877,569	16.440000,16.450000,16.460000,16.470000,16.480000	426,794,1530,2005,5241
2019-12-2414:49:03	16.43	710819469.36	433818	0	13	0.00	28008	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	437,821,570,1877,569	16.440000,16.450000,16.460000,16.470000,16.480000	391,776,1530,1905,5241
2019-12-2414:49:00	16.43	710775229.32	433791	0	13	0.00	28006	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	456,821,570,1877,569	16.440000,16.450000,16.460000,16.470000,16.480000	365,332,1530,1905,5241
2019-12-2414:48:57	16.44	710765398.20	433785	0	13	0.00	28005	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	446,803,570,1877,569	16.440000,16.450000,16.460000,16.470000,16.480000	343,296,1540,1905,5241
2019-12-2414:48:54	16.44	710755567.08	433779	0	13	0.00	28003	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	446,803,541,1877,569	16.440000,16.450000,16.460000,16.470000,16.480000	345,296,1540,1920,5241
2019-12-2414:48:51	16.43	710640870.68	433709	0	13	0.00	27999	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	444,803,541,1877,569	16.440000,16.450000,16.460000,16.470000,16.480000	412,280,1540,1920,5231
2019-12-2414:48:48	16.45	710185362.12	433431	0	13	0.00	27983	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	441,797,531,1877,569	16.450000,16.460000,16.470000,16.480000,16.490000	545,1557,1920,5231,5885
2019-12-2414:48:45	16.44	710027007.87	433337	0	13	0.00	27970	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	215,255,797,531,1861	16.450000,16.460000,16.470000,16.480000,16.490000	696,1557,1938,5231,5885
2019-12-2414:48:42	16.44	709795977.96	433196	0	13	0.00	27959	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	251,787,531,1867,569	16.440000,16.450000,16.460000,16.470000,16.480000	126,690,1557,1938,5231
2019-12-2414:48:39	16.44	709750099.68	433168	0	13	0.00	27955	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	211,786,531,1867,569	16.440000,16.450000,16.460000,16.470000,16.480000	141,1931,1557,1938,5231
